labels,name,theme,동영상 제목,댓글,댓글 작성일,PRO
0,제2의나라,게임성,제2의나라 스핵?? 갑자기 이러네,Name of the game please,2021-06-20T10:50:07Z,Name of the game please
0,검은사막,운영,검은사막│업데이트 리뷰 8월 23일,영상잘봤습니다 근데 왜 뉴비는 초승달이고 고인물은 프로티인가요 ?? 프로티가 딜이 빡빡하진않았던거같은데,2023-08-23T01:48:22Z,영상잘봤습니다 근데 왜 뉴비는 초승달이고 고인물은 프로티인가요    프로티가 딜이 빡빡하진않았던거같은데
0,검은사막,무소속,[펄어비스 X 블리츠웨이] 검은사막 다크나이트 피규어 최초 공개!!｜검은사막 모바일 Black Desert Mobile｜,아니 그래서 공개는 언제하는건데..,2021-07-03T11:17:31Z,아니 그래서 공개는 언제하는건데  
0,로스트아크,무소속,로스트아크 콘서트(쿠크세이튼 메들리),지이이이인짜 ㅠㅠ 다시 들어도 너무 좋아요!!♥️♥️😍😍,2022-11-02T11:40:37Z,지이이이인짜  다시 들어도 너무 좋아요        
0,메이플,운영,『전직업 미출시 마스터리 코어 미리보기』 겨울에 내 직업이 받게 될 마스터리 코어는?! [메이플스토리 리부트 / 햄군님],카데나 제발 웨버 마스터리좀,2023-11-06T02:40:01Z,카데나 제발 웨버 마스터리좀
0,검은사막,운영,[검은사막] - 9월 13일 업데이트 이후 이벤트 정리,항상 좋은정보 감사합니다 !!!!!,2023-09-15T12:19:31Z,항상 좋은정보 감사합니다      
0,리니지,운영,"[리니지2m] 2/12 대규모 직업 밸런스 업데이트 예고 (전직업 스킬조정,신규스킬,상아탑2층)",이도류는 자리체가면 하나먹기가 넘어려워요 ㅜㅜ,2020-02-08T03:17:43Z,이도류는 자리체가면 하나먹기가 넘어려워요 
0,리니지,운영,[리니지M] 추석이벤트 어마어마하게 하겠죠? ㅋㅋㅋ 벌써부터 설레임 ㅋㅋ 월말이라 중요한게 많네요! 반드시 확인하세요 (9월 27일 업데이트 전 체크리스트),패키지가 어마어마 하것징,2023-09-26T03:30:00Z,패키지가 어마어마 하것징
0,로스트아크,그래픽,"로스트아크(Lost Ark) 도도실린 커스터마이징 공유 [상시, 무료] /  Lost Ark Mage Customizing",넘 이뻐용 잘 사용하겠습니다 ㅎ,2022-04-22T18:50:30Z,넘 이뻐용 잘 사용하겠습니다 ㅎ
0,리니지,BM,[리니지2m] 어떤 직업이 가장 좋을까?(종족별 스텟 및 무기 총정리),직업추천 영상중 제일 설명이 잘되있어 좋아요!,2019-11-25T01:37:14Z,직업추천 영상중 제일 설명이 잘되있어 좋아요 
0,신의탑,BM,[신의탑 : 새로운 세계] 훈수 해주세요! 무과금이 정리하는 8월 신의 탑 티어표 정리!,"s+ 에반, 하츠, 자하드, 데마체s 밤, 자왕난, 엔도르시 쿤저는 이정도로 생각해요",2023-08-06T08:36:14Z,s  에반  하츠  자하드  데마체 s 밤  자왕난  엔도르시 쿤 저는 이정도로 생각해요
0,메이플,게임성,[메이플 몬스터북] #4 괘종시계에 한이 서린 몬스터가 있다,"그러고보니 디버프, 플라잉, 은신몹 다 사라졌구나..",2022-10-02T14:47:13Z,그러고보니 디버프  플라잉  은신몹 다 사라졌구나  
0,메이플,BM,점프만 해도 사냥 끝!!! 메린이(?) 본주님이 강력 추천하는 『6차 바이퍼』 [메이플스토리/명훈],컷씬 수준 전직업 최하위+30초 지속선딜 개쩌는 5단히트 추가타 설치기=개노답 오리진,2023-09-02T05:12:57Z,컷씬 수준 전직업 최하위   30초 지속 선딜 개쩌는 5단히트 추가타 설치기   개노답 오리진
0,배틀그라운드,그래픽,도트를 쏘다! - 배틀그라운드 꿀잼 명경기 모음 #75 - Playerunknown's battlegrounds,썸네일 미쳐 ㄷㄷㄷ,2017-09-29T21:32:44Z,썸네일 미쳐 ㄷㄷㄷ
0,리니지,사운드,1시간연속재생 리니지OST - 영원 (Eternally) 리니지W 쇼케이스 기타버전,리니지..해본 사람 치고 안들어본 사람은 없는...앤딩곡...그런데 왜이리 마음을 울릴까요....😢😢😢😢😢,2023-09-27T05:26:34Z,리니지  해본 사람 치고 안들어본 사람은 없는   앤딩곡    그런데 왜이리 마음을 울릴까요          
0,메이플,게임성,"나는 어떤 보스까지? 솔격 파티격 무릉 층수 정리! [메이플, 보스 몬스터 순서]",노말더스크가 52층이었구나!!,2023-10-14T07:09:52Z,노말더스크가 52층이었구나  
0,검은사막,BM,[검은사막] 이동기가 개쩌는 5가지 추천 캐릭터!,워토바이 역시 있군요!,2022-03-22T06:03:04Z,워토바이 역시 있군요 
0,로스트아크,무소속,[로스트아크] 인파이터는 도대체 어떤 삶을 사는 걸까?,12:45 혀는 왜 내미시는 거죠? ㄷㄷㄷ,2022-12-31T14:18:28Z,혀는 왜 내미시는 거죠  ㄷㄷㄷ
0,검은사막,사운드,[검은사막] 검은사막 OST TOP 10!!,멋진영상~~  조아요,2023-07-28T04:48:05Z,멋진영상    조아요
0,로스트아크,게임성,[로스트아크] 역대급 짜릿한 군단장 레이드 '발탄' 하드 클리어 영상 (데빌헌터),발탄익스트림 대비영상 유용,2023-07-16T18:53:10Z,발탄익스트림 대비영상 유용
0,로스트아크,무소속,로아에 1억 썼네...?,40개 박아서 한개붙였어요 30프로 맞나요,2022-02-17T07:37:37Z,40개 박아서 한개붙였어요 30프로 맞나요
0,메이플,그래픽,[메이플 딘썽] 🐭경자년(흰 쥐의 해) 기념 '나 귀엽쥐?'세트 도트찍기! 딘라벨 15기🐭,목소리없어서 아쉽당 ㅠㅠ 아무말TMI라도 해주세요오오오오,2020-01-26T07:15:07Z,목소리없어서 아쉽당  아무말TMI라도 해주세요오오오오
0,리니지,BM,리니지M 용옥 환불 신청 여기서 하세요! 성패 용옥도 환불을 해준다고?? NC가 드디어 일을 합니다!! 天堂M LineageM,"다음 주 업데이트 예상드래곤 다이아몬드 (이벤트) 로 아이템 제작이 가능합니다.제작 목록봉축, 성수, 문양 초기화, 악세 등등.",2021-10-08T11:17:45Z,다음 주 업데이트 예상  드래곤 다이아몬드  이벤트  로 아이템 제작이 가능합니다   제작 목록  봉축  성수  문양 초기화  악세 등등 
0,메이플,운영,"「대규모 밸패」 3월 밸런스 패치 간단 요약 [메이플스토리, 페이지]",쎈 직업군에 맞춰서 상향하는게 맞는거지 rpg에서 무슨 내 직업 약하니까 다른직업 너프하라는건 무슨 저능아같은 소린지 모르겠네,2023-03-17T08:06:45Z,쎈 직업군에 맞춰서 상향하는게 맞는거지 rpg에서 무슨 내 직업 약하니까 다른직업 너프하라는건 무슨 저능아같은 소린지 모르겠네
0,제2의나라,조작,[제2의 나라] 스토리 정주행 1편 시작! 자동사냥때 보기 좋은 영상! 이름없는 왕국을 구해라,와!!! 이거 누가 안올려주나 했는데 감사합니다!!!,2021-06-21T09:42:39Z,와    이거 누가 안올려주나 했는데 감사합니다   
0,신의탑,BM,【신의 탑 무소과금 히든캐】 역대급;; 누구나 갖고 있는 이 캐릭터로 막힌챕터 다 뚫습니다! 이게 말이 돼?  | 신의탑 새로운 세계,엔도르시한테 0.1초컷 당하는데,2023-07-31T05:56:37Z,엔도르시한테 0 1초컷 당하는데
0,검은사막,BM,"[검은사막] 오늘만 사는 상남자들을 위한 추천직업, 5가지!",형 각성자이언트 뉴비가 본캐로하기 안어려울까요?,2023-07-30T23:46:31Z,형 각성자이언트 뉴비가 본캐로하기 안어려울까요 
0,신의탑,운영,"[신규패치] 1티어? 0티어가 될 수밖에 없는 『우렉마지노』 (feat. 유한성, 뮬 러브, 호량, 자왕난) │ 신의탑M: 위대한 여정",뮬러 3초면 걍 써야하나요?,2022-05-02T12:27:56Z,뮬러 3초면 걍 써야하나요 
0,리니지,게임성,삐용삐용  PVP점수작업 죽이러왔습니다ㅋㅋㅋ [리니지M],두근두근 사랑해요 두근두근 만지고싶어요 점수 맛이 오똔~~~~~대?,2023-06-07T06:58:24Z,두근두근 사랑해요 두근두근 만지고싶어요 점수 맛이 오똔     대 
0,메이플,게임성,[메이플] 창섭이형... 얘네도 마무리 해줄거지? 미완결 스토리를 알아보기,저는 이쯤에서 초대 디렉터 분 뭐 하시나 궁근하던,2023-10-24T07:44:35Z,저는 이쯤에서 초대 디렉터 분 뭐 하시나 궁근하던
0,검은사막,BM,[검은사막] - 스펙별 추천하는 수익 사냥터,이런영상은 자주올라왔으면 좋겠네요~! 도움많이되용,2023-09-09T10:36:30Z,이런영상은 자주올라왔으면 좋겠네요   도움많이되용
0,로스트아크,운영,포강 블래스터 밸런스 패치 이후 최신 세팅 설명회 [로스트아크],10홍없으면 싸이클돌리고 화방이랑 중폭쿨 안도나요?,2023-10-27T18:02:42Z,10홍없으면 싸이클돌리고 화방이랑 중폭쿨 안도나요 
0,메이플,BM,메이플 사냥 재밌게 했던 직업들 추천 2,소마는 루나디바이드 하나때문에 하기가 싫음,2023-08-19T09:04:15Z,소마는 루나디바이드 하나때문에 하기가 싫음
0,검은사막,그래픽,검은사막 시즌 가이드! 캐릭 생성부터 올동 투발라 까지 / black desert online #검은사막 #시즌가이드,8월5일자 오늘 시작했는데 말놓친거너무 아쉽네여ㅜㅜ,2023-08-05T14:04:49Z,8월5일자 오늘 시작했는데 말놓친거너무 아쉽네여
0,검은사막,운영,검은사막 Warrior Awakening gyfin 워리어 가이핀 사냥 손가락편하기  패치로 사망한콤 망할,특화랑 수정은 어떻게 하시나요...!,2023-07-16T20:00:43Z,특화랑 수정은 어떻게 하시나요    
0,검은사막,무소속,"검은사막(BDO) 신규, 복귀유저를 위한 New 시즌 가이드!",키모님 전승노바 콤보랑  특화 & 심화 좀 알려주시면 안될까요?,2023-09-18T11:42:38Z,키모님 전승노바 콤보랑  특화   심화 좀 알려주시면 안될까요 
0,신의탑,사운드,[TJ노래방] TOP(신의탑OST) - 스트레이키즈 / TJ Karaoke,스키즈 Slump도 해주세요ㅜㅜ,2022-12-03T07:49:29Z,스키즈 Slump도 해주세요
0,리니지,BM,"""현금 수십억"" 들어간다는 리니지 과연 얼마 써야 할까? [태산군주]",몇천 써서 복귀해봤자 썰자 때문에 도저히 겜을 할수가 없음썰자 피할려면 적자 사냥터만 돌아야됨신규는 들어와도 금방 나갈수 밖에 없음,2023-07-05T18:00:06Z,몇천 써서 복귀해봤자 썰자 때문에 도저히 겜을 할수가 없음 썰자 피할려면 적자 사냥터만 돌아야됨 신규는 들어와도 금방 나갈수 밖에 없음
0,메이플,BM,메이플에 5억 쓴 고인물의 하이퍼버닝 직업추천!! [메이플스토리/명훈],5억 메소 맞지요?,2023-08-19T05:13:19Z,5억 메소 맞지요 
0,검은사막,그래픽,[검은사막 X 오연서] Episode 1. '신규캐릭터 란' 편,저거 란때 만들었는데 역시 실물이 더이쁘다,2022-11-27T12:46:52Z,저거 란때 만들었는데 역시 실물이 더이쁘다
0,제2의나라,조작,[뚜껑TV]제2의나라 파티사냥 효율 비교!! 파티의 내막..(파티사냥VS솔로사냥 비교영상),궁금했었는데 해결!,2021-10-08T10:00:57Z,궁금했었는데 해결 
0,메이플,운영,"메이플 0.01% 운빨로 역대급 주간보스 수입 찍어버렸습니다...!!!  [메이플스토리, 호영 육성기, 리부트 육성27화]",고근도 먹으니까 총알 ㅈㄴ 날라올 것 느낌 오셨나본데 정답입니다. 이런 씾알,2023-10-23T16:36:00Z,고근도 먹으니까 총알 ㅈㄴ 날라올 것 느낌 오셨나본데 정답입니다  이런 씾알
0,제2의나라,BM,"넷마블 초대박 신작게임ㄷㄷ ""제2의나라""",페미의 나락 재평가 ㄷ,2021-06-11T00:26:06Z,페미의 나락 재평가 ㄷ
0,배틀그라운드,사운드,이 게임의 ost를 만들어 본다면? (Feat.배틀그라운드),혹시 노래MR 주실수있나요?? 제가 이mr에 가시 넣고 만들어보고싶어요…,2021-07-31T17:02:44Z,혹시 노래MR 주실수있나요   제가 이mr에 가시 넣고 만들어보고싶어요 
0,로스트아크,조작,"로아 직업선택할때 이거 모르면 망합니다 / 로아 슈모익,슈퍼모코코익스프레스",아니 내 로아가!!!!!!,2023-07-01T04:15:16Z,아니 내 로아가      
0,로스트아크,무소속,"[로스트아크 | 콘서트] 몽환의 아스탤지어, 찬미하라 Astalgia of Phantasm (찬미하라, 가사, EQ)",언냐/뉸냐 나 쥬겅(그렇게 트라이팟은 전멸을 반복하고...),2023-10-15T15:39:38Z,언냐 뉸냐 나 쥬겅  그렇게 트라이팟은 전멸을 반복하고    
0,제2의나라,운영,밸런스 패치로 인한 필드보스 직업별 포지셔 및 보스 시스템 어떻게 할건가? 빠르게 공유 해줘야 합니다.  [테일이의 제2의나라],증표는 어케 몰아줘요??? 몰아줄 방법이있나요??,2021-08-16T10:39:17Z,증표는 어케 몰아줘요    몰아줄 방법이있나요  
0,메이플,운영,[메이플]  호영 공성전차 클리어 !,테섭 천근석패치의견 부탁드립니다 어떻게 변경된건가여,2019-08-24T18:29:42Z,테섭 천근석패치의견 부탁드립니다 어떻게 변경된건가여
0,제2의나라,게임성,"제2의나라 신규 이마젠의숲 꽃놀이강변 10분만에 얻는법, 새로운 음식재료 위치",궁금한게 있습니다! 토마토를 먹고 다른사람 농장에서 품앗이를 해줄때는 벚꽃잎 카운팅이 안쳐지나요..? 본인 농장에서만 벚꽃잎을 획득할 수 있는건지요..ㅠㅠ,2022-03-25T05:45:54Z,궁금한게 있습니다  토마토를 먹고 다른사람 농장에서 품앗이를 해줄때는 벚꽃잎 카운팅이 안쳐지나요    본인 농장에서만 벚꽃잎을 획득할 수 있는건지요  
0,로스트아크,조작,"[로스트아크] 전직업 중 ""가장 화려한 이펙트를 가진 딜러"" 데미지도 생각보다...?",반대로 점화를 어떻게하나 싶음 움직이고 스킬시전하는 속도 같은것들 보면 쇳덩어리 두어개 장착하고 다니는거 같음,2022-06-04T07:43:23Z,반대로 점화를 어떻게하나 싶음 움직이고 스킬시전하는 속도 같은것들 보면 쇳덩어리 두어개 장착하고 다니는거 같음
0,리니지,BM,리니지2레볼루션 무과금 직업추천 케릭터 TOP5,저는 한달에 3~40 정도 쓰는데 소과금 인가요?,2020-08-22T05:57:40Z,저는 한달에 3 40 정도 쓰는데 소과금 인가요 
0,메이플,운영,메이플 해킹 결국 당했습니다...ㅋㅋ,내가 아닌데 마음이 왜 아프냐 씨 빢,2020-10-18T09:19:23Z,내가 아닌데 마음이 왜 아프냐 씨 빢
0,리니지,그래픽,[리니지M] 요즘 1억대 캐릭은 이렇습니다ㄷㄷ 스펙 살벌하네요,벤츠e클레스가 훨씬 나아보이네요,2023-08-21T02:29:28Z,벤츠e클레스가 훨씬 나아보이네요
0,리니지,운영,[렌] [리니지M] 업데이트 이후 광전사 캐릭을 들어가봤는데... 이정도면 버그아니야? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 돌았는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ (기간틱 라이징만 있는 부캐릭),도끼를 끼면 그레이트 마울로 몹을 선점창을 끼면 미친 공격속도... 형님들의 선택은?,2022-11-30T03:05:00Z,도끼를 끼면 그레이트 마울로 몹을 선점 창을 끼면 미친 공격속도    형님들의 선택은 
0,로스트아크,사운드,"[로스트아크｜OST] 별을 제패한 자, 카멘 (Star Conquer, Kamen) / LOST ARK Official Soundtrack",어둠의 해일이 몰려오기전에 카멘을 막아야한다,2023-11-10T08:46:26Z,어둠의 해일이 몰려오기전에 카멘을 막아야한다
0,제2의나라,BM,무과금으로 0티어 전설 코스튬 당첨🎉 [제2의 나라],슨상님 찌루 인형옷 입고 방송해요 ㅎ,2021-06-12T14:29:50Z,슨상님 찌루 인형옷 입고 방송해요 ㅎ
0,메이플,게임성,남자인줄 알았던 길드원이 알고보니 여자?! [메이플스토리],여자인줄 알았던 bj가 알고보니 남자?,2022-12-04T13:33:25Z,여자인줄 알았던 bj가 알고보니 남자 
0,제2의나라,BM,'제2의 나라'를 가장 빠르고 안전하게 즐길 수 있는 방법!,뭐지 왜케 인트로가 고퀄인가요 중독성있는 부루-스텍,2021-06-21T13:14:06Z,뭐지 왜케 인트로가 고퀄인가요 중독성있는 부루 스텍
0,리니지,조작,[리니지m 수영] 총사 데미지가 미쳤습니다. 11무기 신화총사 자몽에이드로 테스트 해볼게요,노빠구에 몸빵케릭도없고 지휘도 없는데 무슨 총사를 간다고 ??지휘는 누가함?? 결국 누가봐도 기사할꺼면서 왠 어그로 인지,2020-05-04T16:02:30Z,노빠구에 몸빵케릭도없고 지휘도 없는데 무슨 총사를 간다고   지휘는 누가함   결국 누가봐도 기사할꺼면서 왠 어그로 인지
0,배틀그라운드,조작,역대급 밸런스파괴 무기 바주카포 등장.. 완벽해부 갑니다 [배틀그라운드],그래 m249를 엎드려쏴야 무반동으로 하도록 만들어야지 잘했네 펍지,2020-03-15T14:25:13Z,그래 m249를 엎드려쏴야 무반동으로 하도록 만들어야지  잘했네 펍지
0,검은사막,운영,"[검은사막]뉴비, 난민 모여라!! 1~61레벨까지 공략!!",뉴비 현재13렙인데요 메인퀘중에도 530같은 경험치 쿠폰 효율있나요?나중에 사냥메인으로 할때 쓰는게 낫지않나요?,2023-05-26T00:43:06Z,뉴비 현재13렙인데요 메인퀘중에도 530같은 경험치 쿠폰 효율있나요  나중에 사냥메인으로 할때 쓰는게 낫지않나요 
0,메이플,사운드,로그인 타이틀 - Title [MapleStory BGM / KMST v1.2.157],브금 동화속 따뜻한 아침햇살같은 느낌..? 포근하네 ㅎㅎ2000년대 초중반에 온라인겜 하던 사람들이 좋아할듯,2023-08-08T16:59:30Z,브금 동화속 따뜻한 아침햇살같은 느낌    포근하네 ㅎㅎ 2000년대 초중반에 온라인겜 하던 사람들이 좋아할듯
0,로스트아크,조작,로스트아크 딜러 직업을 고르는 가장 중요한 기준 3가지,점화소서하고싶은데.. 너프먹어서 쓰레기라하던데 그정도인가요?,2023-07-16T15:34:12Z,점화소서하고싶은데    너프먹어서 쓰레기라하던데 그정도인가요 
0,리니지,그래픽,[렌] [리니지W] 그래픽은 갑자기 미쳤네? 하지만 우리는 이미 한번 당했잖아?,뭔상관이냐 ... 아차피 다 변신할낀디....,2021-10-17T21:35:06Z,뭔상관이냐     아차피 다 변신할낀디    
0,검은사막,무소속,검은사막 모바일 공식 트레일러 30s (Black Desert Mobile Official Main Trailer 30s),진짜 한국 모바일게임의 마지노선이다....진짜 진짜 내가 마지막으로 한번만 더속아봐야지 ㅠ,2017-12-06T09:56:58Z,진짜 한국 모바일게임의 마지노선이다     진짜 진짜 내가 마지막으로 한번만 더속아봐야지 
0,로스트아크,사운드,로스트아크 콘서트 (킹갓눈쟁전자셋팅 볼륨 UP),탈출의 노래가 센스 진짜 좋네 굳굳,2023-07-13T00:26:54Z,탈출의 노래가 센스 진짜 좋네 굳굳
0,메이플,사운드,"공부할때 듣기좋은 잔잔하거나 산뜻한 메이플 BGM 2시간 모음 [심겜, 재획요]",판테온 있나 보러들어왔는데 역시 있네요 굿..,2022-03-01T23:37:33Z,판테온 있나 보러들어왔는데 역시 있네요 굿  
0,메이플,운영,찝찝한 로아 메이플 대리 사건의 결말,게임 대리는 다 있는거아닌가 fc온라인도  대리많은데 어쨋든 대리가 성행하는데 잡지를않죠,2023-11-05T21:53:18Z,게임 대리는 다 있는거아닌가 fc온라인도  대리많은데 어쨋든 대리가 성행하는데 잡지를않죠
0,로스트아크,무소속,[ENG-SUB] 로스트아크 세계관 요약정리 (feat.죠니니 뇨롱이),화질선택좀하게해줘요ㅜㅜ 지인꼬셔야되는데,2022-12-02T03:27:44Z,화질선택좀하게해줘요 지인꼬셔야되는데
0,메이플,운영,[메이플 페이지] 현재 명의도용을 통한 아이디 해킹 피해가 심각합니다 (다들 미리 예방합시다!),신해조가 해킹됬었으면 넥슨은 이렇게 대했을까? 또 신해조가 거기서 그만뒀을까?,2019-12-16T14:24:38Z,신해조가 해킹됬었으면 넥슨은 이렇게 대했을까  또 신해조가 거기서 그만뒀을까 
0,로스트아크,무소속,[로스트아크] 환경 설정 - 뉴비가이드11,이 영상 AI더빙 같은데 어디꺼 쓰시나요~?클로바더빙이랑 타입캐스트 밖에 모르는데 다른거 있나~ 해서요,2023-03-27T02:45:27Z,이 영상 AI더빙 같은데 어디꺼 쓰시나요   클로바더빙이랑 타입캐스트 밖에 모르는데 다른거 있나  해서요
0,신의탑,무소속,신의탑 3부 121화 리뷰ㅣ10가주의 목적,간만에 힘주고 그렸다는게 느껴지는 화,2022-05-22T14:24:22Z,간만에 힘주고 그렸다는게 느껴지는 화
0,로스트아크,운영,패치노트 보고 스마일게이트와 아마존에 호소하는 아스몬골드 / 로스트아크 해외 반응 리액션,버스라는 문제를 방지하려고 전멸패턴을 해답으로 제시한 게 때로는 문제보다 해답이 더 안 좋을 수 있다는 말에 공감,2023-04-30T08:08:13Z,버스라는 문제를 방지하려고 전멸패턴을 해답으로 제시한 게 때로는 문제보다 해답이 더 안 좋을 수 있다는 말에 공감
0,배틀그라운드,그래픽,아직도 연사때문에 홀로그램? 이젠 도트로 해보세요 l 배틀그라운드 배그,누가요즘 도트껴요  배율연사지,2019-03-12T07:18:27Z,누가요즘 도트껴요  배율연사지
0,로스트아크,무소속,요즘 뉴비들 레벨만 높다고 다가 아니에요!! [로스트아크],몇년전에 1만정도였나 그랬었는데 와웅 23만이 넘으셨네ㄷㄷ,2023-10-31T04:24:49Z,몇년전에 1만정도였나 그랬었는데 와웅 23만이 넘으셨네ㄷㄷ
0,로스트아크,게임성,로스트 아크 레이드 뛰다가 대박터졌다!!,시즌1때 영상이 남아있었구나 신기하다,2023-10-14T04:18:37Z,시즌1때 영상이 남아있었구나 신기하다
0,리니지,무소속,[리니지2M] 메라키TV - NC계정을 구글계정으로 변경하는 방법,엔씨계정 구글계정 연동후 기존 엔씨계정을 삭제하명 무적이 되나여? 또는 엔씨계정변경하면 무적인가요 아니면 1대의 영향이 있는건가요?,2021-03-18T03:45:44Z,엔씨계정 구글계정 연동후 기존 엔씨계정을 삭제하명 무적이 되나여  또는 엔씨계정변경하면 무적인가요 아니면 1대의 영향이 있는건가요 
0,로스트아크,무소속,[로스트아크] 카드팩 살까 말까 고민하지마세요,전카팩 사지 마십셔 ㄹㅇ 효율 뭐같음,2023-01-18T01:28:39Z,전카팩 사지 마십셔 ㄹㅇ 효율 뭐같음
0,제2의나라,BM,1천만원으로 배경 이마젠을 20마리나?! [제2의나라],페르세우스 서버 제2의무(제한) 과금 캐릭  대리만족  합니다,2021-06-22T09:26:32Z,페르세우스 서버 제2의무 제한  과금 캐릭  대리만족  합니다
0,배틀그라운드,게임성,현 배그 프로 90%가 사용하는 세팅 공개합니다! [배틀그라운드 태민98],1인칭모드로 바꾸는 키는 뭘로 쓰세용????,2023-01-15T00:34:43Z,1인칭모드로 바꾸는 키는 뭘로 쓰세용    
0,리니지,운영,"[리니지m] 11월 1주차 업데이트 뉴스 간단하게 정리.(단풍나무 소환 막대 이벤트, 주말 특별 제작등)",조마루님..티셔츠 잘나오는곳 알려드립니다. 시련의 숲 맵에서 1시방향 흑기사 폭젠자리에서 잘나옵니다...먹어본 기억납니다.,2023-10-31T23:17:06Z,조마루님  티셔츠 잘나오는곳 알려드립니다  시련의 숲 맵에서 1시방향 흑기사 폭젠자리에서 잘나옵니다   먹어본 기억납니다 
0,리니지,무소속,"BLOOD(Feat.베이식) – 만수큐(만만, 수삼, 원큐) [리니지W Rap Up]",아직 중년이 아니라 이해는 안되지만..중년의 멋과 미가 바로 저건 아닐까? 이렇게 생각되네요.중년되서도.. 즐길것 같은 리니지를 잘 표현해주셨어요.멋있게 잘찍었어여,2022-04-22T08:49:54Z,아직 중년이 아니라 이해는 안되지만   중년의 멋과 미가 바로 저건 아닐까  이렇게 생각되네요  중년되서도   즐길것 같은 리니지를 잘 표현해주셨어요  멋있게 잘찍었어여
0,메이플,BM,"[메이플] ""과금은 대체 어떻게 해야 함?' - 과금 가이드",왜 하필 방금사기 당하고 이게 뜨는것인가…,2023-09-17T07:08:35Z,왜 하필 방금사기 당하고 이게 뜨는것인가 
0,메이플,운영,리부트 데벤져 앱솔22성 vs아케인22성 2분 딜 비교 [메이플 데몬어벤져],18아케인도 아니고 22아케인으로 딜차이 너무 미미한대…그냥 견장싸게 사와서 444하는게 좋을듯,2023-09-13T02:33:39Z,18아케인도 아니고 22아케인으로 딜차이 너무 미미한대 그냥 견장싸게 사와서 444하는게 좋을듯
0,검은사막,운영,검은사막│커세어 님들 이거 왜 이럼? 밸런스 패치 정리,잘보고 갑니다~ 커세어 붐은 언젠가 올거에요... 'ㅅ'/,2022-07-09T08:11:52Z,잘보고 갑니다  커세어 붐은 언젠가 올거에요     ㅅ  
0,리니지,BM,"리니지2M 클래스 선택 전 필독! 무기, 종족, 전직의 개념까지 / 직업 추천",목소리가 너무 좋아요~ 매력적이네요..좋은 정보 감사합니다 ^^;,2019-11-26T08:45:51Z,목소리가 너무 좋아요  매력적이네요   좋은 정보 감사합니다    
0,메이플,운영,메이플스토리 MIB 30초 광고 영상,와 내가시작할때광고다,2016-01-26T11:19:11Z,와 내가시작할때광고다
0,배틀그라운드,BM,배그 할 때 이어폰VS헤드셋? 저는 무조건 이걸 추천합니다 배틀그라운드,pc 메인보드가 블루투스 지원 안해도 무선연결이 되나요?,2022-08-02T12:03:07Z,pc 메인보드가 블루투스 지원 안해도 무선연결이 되나요 
0,메이플,사운드,메이플 스토리 웅장한 브금 모음┃ 🍁 MapleStory MUSIC 🍁,검은 분노가 최고야,2023-01-01T06:52:51Z,검은 분노가 최고야
0,제2의나라,그래픽,"제2의나라 랭커따라잡기 최신 장비세팅 가이드! 장비, 이마젠, 후냐 컴퍼니 세팅으로 랭킹 상승 도움 드립니다!!!",안녕하세요  혹시 소드맨 속성별 스킬좀 알수있나요?스킬이 많아서 덱마다 어떻게 끼워줘야할지 어려워서 ㅠㅠ..,2022-04-05T00:30:50Z,안녕하세요  혹시 소드맨 속성별 스킬좀 알수있나요 스킬이 많아서 덱마다 어떻게 끼워줘야할지 어려워서   
0,검은사막,운영,"밸런스패치 받은 각성 커세어 침소,가이핀 타임어택!!! - 검은사막 PVE 사냥",전드랑 각커중에 고민고민...이네여 총이 땡기긴하는데,2023-11-10T13:47:35Z,전드랑 각커중에 고민고민   이네여 총이 땡기긴하는데
0,메이플,BM,이제는 다른 게임 운영자도 현질해서 사려고 하는 메이플 유저들 근황,빛강선 복사좀우리 게임에도 와줘,2023-01-14T05:43:39Z,빛강선 복사좀 우리 게임에도 와줘
0,리니지,게임성,리니지M 몬스터도감 총 정리~ 야무지게 깨는 법! (소소한 팁 영상) 天堂M LineageM,전 요즘  린엠 현타와서 걍 스케줄로 몽섬 돌리기나 할려구요 ㅜㅜ,2020-10-22T06:59:31Z,전 요즘  린엠 현타와서 걍 스케줄로 몽섬 돌리기나 할려구요 
0,리니지,BM,리니지M: 비정상 결제/환불을 하지도 않았는데 계정 영구정지 라고요?,저도 삼국지 게임 하다가 갑자기환불 세정 정지 됫어요. 오늘 2022년 12월 12일,2022-12-12T02:41:49Z,저도 삼국지 게임 하다가 갑자기 환불 세정 정지 됫어요  오늘 2022년 12월 12일
0,메이플,게임성,"[메이플스토리] 아름다운 그림 속 세상 도원경, 그리고 카링의 이야기 | 2023 MapleStory",그냥 목소리만 들으면 “죽어”라고 하면서 딱밤 쥐어박으면 죽을 것처럼 생겼는데…,2023-03-03T13:42:35Z,그냥 목소리만 들으면  죽어 라고 하면서 딱밤 쥐어박으면 죽을 것처럼 생겼는데 
0,메이플,조작,"메이플 보공(보스 공격 시 데미지) 올리는 방법 총 정리![메이플스토리, 노우주]",칠흑셋 중에 세트효과 20% 말고 블랙하트에 보공 추가 있습니다. 빠졌네요ㅎㅎ,2021-09-19T23:14:45Z,칠흑셋 중에 세트효과 20  말고 블랙하트에 보공 추가 있습니다  빠졌네요ㅎㅎ
