labels,동영상 제목,댓글,댓글 작성일,PRO
0,어둠의전설 전사 템세팅!,윌화 노강 1강  차이가머죵 2112? 2122 이런건 또 뭔지 알려주세요 ㅠ,2023-07-25T01:53:38Z,윌화 노강 1강  차이가머죵 2112  2122 이런건 또 뭔지 알려주세요 ㅠ
0,어둠의전설 전사 템세팅!,윌화 노강 1강  차이가머죵 2112? 2122 이런건 또 뭔지 알려주세요 ㅠ,2023-07-25T01:53:38Z,윌화 노강 1강  차이가머죵 2112  2122 이런건 또 뭔지 알려주세요 ㅠ
0,어둠의전설 전사 템세팅!,윌화 노강 1강  차이가머죵 2112? 2122 이런건 또 뭔지 알려주세요 ㅠ,2023-07-25T01:53:38Z,윌화 노강 1강  차이가머죵 2112  2122 이런건 또 뭔지 알려주세요 ㅠ
0,어둠의전설 요즘 패치 한다길래 구경 왔습니다,어둠의전설 모바일 왜안나옴,2023-05-31T08:48:48Z,어둠의전설 모바일 왜안나옴
0,어둠의전설 암벨강세 = 현금 약 20만원어치 템뿌,ㅋㅋ,2021-11-18T15:08:13Z,ㅋㅋ
0,어둠의전설 아이템강화 오늘은 내가 주인공쓰 ^~^,편-안… ps.필렉,2022-02-20T17:46:03Z,편 안  ps 필렉
0,어둠의전설 소환술로 결계 정복해보기,근데어둠보면 유튜버분들도 그렇고 대부분 화면이 구클라인데 신클라안하는 이유가 따로 있을까요?.?,2023-03-31T15:14:18Z,근데어둠보면 유튜버분들도 그렇고 대부분 화면이 구클라인데 신클라안하는 이유가 따로 있을까요   
0,어둠의전설 발록 레이드 자세하게 공략해보기,스타면 스타 롤이면 롤 내가 좋아하는 겜 실시간으로 뱃 ⌤하는거 개잼잇네 🐸롤🐸뱃🐸 ㄱㄱ!,2023-10-22T17:22:22Z,스타면 스타 롤이면 롤 내가 좋아하는 겜 실시간으로 뱃  하는거 개잼잇네  롤 뱃  ㄱㄱ 
0,어둠의전설 미안하게 2만원 버는방법 (준비물 5만2천원...),배가 폭발해버렸어ㅋㅋㅋㅋㅋㅋ,2019-12-03T20:17:22Z,배가 폭발해버렸어ㅋㅋㅋㅋㅋㅋ
0,어둠의전설 돈벌기 2탄 신규/뉴비/복귀 추천합니다ㅎ.ㅎ,각반도 캐러가야되는부분?,2020-11-05T06:30:16Z,각반도 캐러가야되는부분 
0,어둠의전설 돈벌기 2탄 신규/뉴비/복귀 추천합니다ㅎ.ㅎ,@4:48 스택이란게뭐에요~?템이드랍되는확률이좋아지는건가요?,2021-02-08T08:17:25Z, 4 48 스택이란게뭐에요  템이드랍되는확률이좋아지는건가요 
0,"어둠의전설 그 끝을 보려고 합니다, 도적 승급 시작.. 『어둠의전설 #7』",0:04 돈면가왕,2020-02-29T21:32:39Z,0 04 돈면가왕
0,어둠의전설 PVP,"디스코드 초대코드 안대여..
ㅜㅜ",2021-09-09T22:52:17Z,디스코드 초대코드 안대여   ㅜㅜ
0,어둠의전설 BGM 리마스터 - 죽음의 마을 | cemetery D,집털 사냥팀 구해요!!!,2021-10-09T04:07:58Z,집털 사냥팀 구해요   
0,어둠의전설 BGM 리마스터 - 와이키키,보리밭도 님  작품이신가요?,2022-02-05T05:20:52Z,보리밭도 님  작품이신가요 
0,어둠의전설 BGM - 022,구로톤,2023-04-23T10:07:13Z,구로톤
0,어둠의전설 3차 승급성직자 [클레릭] 스킬이펙트!!,와 ibin님 아직 계시는구나..,2023-09-22T12:31:34Z,와 ibin님 아직 계시는구나  
1,펄어비스 검은사막 게임의 깊이를 이제야 깨달았다ㅜㅜ,"펄어비스와 엔시와의 차이는
펄어비스는 게임성을 높이기 위한 개발을 하지만
엔시는 bm으로 더 빨아먹기 위한 개발만 함",2021-09-16T22:57:17Z,펄어비스와 엔시와의 차이는 펄어비스는 게임성을 높이기 위한 개발을 하지만 엔시는 bm으로 더 빨아먹기 위한 개발만 함
0,어둠의전설 1세대 온라인 게임의 근황,"나땐 광산 막층서  캐릭 박아두고 헬옷  구하는게 최고의 컨텐츠였는데 첫스키,같이놀깡,레드 이런놈들하고 같이 게임했는데",2023-02-10T11:48:11Z,나땐 광산 막층서  캐릭 박아두고 헬옷  구하는게 최고의 컨텐츠였는데 첫스키 같이놀깡 레드 이런놈들하고 같이 게임했는데
0,어둠의전설 12단베라 이거보고따라하세요,"궁금한게 있는데 12단??이건 체력 기준인가요?
예전에 어둠했었는데 궁금하네요",2021-12-30T15:17:54Z,궁금한게 있는데 12단  이건 체력 기준인가요  예전에 어둠했었는데 궁금하네요
0,어둠의전설 [핫타임 사냥/KFC먹방/보스레이드],ㅉㄴㄹ,2022-12-31T01:25:20Z,ㅉㄴㄹ
0,어둠의전설 [어둠토크쇼 최고의 직업은?,라이트하게 사냥한정 도전 전도 할만한가요?,2023-05-12T09:15:32Z,라이트하게 사냥한정 도전 전도 할만한가요 
0,어둠의전설 : 어빌스킬 1렙 도가로 퀵던솔플 해봤습니다,올포신가요?,2020-01-01T00:43:31Z,올포신가요 
1,패치 후 포메이션 및 전술을 고민중이신가요? /피파4,이번 메타는 진짜 마음에 듬,2023-11-04T21:57:53Z,이번 메타는 진짜 마음에 듬
0,어둠의전설 : 구버전 BGM 19 (호엔? 운디네?),왜 이땐 은하철도 999 노래가 생각났는지.. 힘차게 달려라 은하철도 999~,2021-01-23T18:19:45Z,왜 이땐 은하철도 999 노래가 생각났는지   힘차게 달려라 은하철도 999 
0,어둠의전설 : 구버전 BGM 18 (루어스성),루어스성,2018-07-11T06:13:03Z,루어스성
0,"어둠의전설 : 구버전 BGM 16 (구 뤼케시온, 현 호엔)",구 수오미,2018-08-02T00:04:15Z,구 수오미
0,어둠의전설 : 7/17 롤백사건 정리,"영상 본문에 롤백보상을 수령하는 방법과 주의사항을 작성해두었으니 [더보기] 버튼을 눌러서 확인해주세요.
롤백보상과 관련하여 궁금한 사항이 있는 경우, 댓글로 남겨주시면 제가 아는 선에서 답변드리겠습니다.",2020-07-21T01:27:49Z,영상 본문에 롤백보상을 수령하는 방법과 주의사항을 작성해두었으니  더보기  버튼을 눌러서 확인해주세요  롤백보상과 관련하여 궁금한 사항이 있는 경우  댓글로 남겨주시면 제가 아는 선에서 답변드리겠습니다 
0,"어둠땅 ""도적"" 사용 설명서, 3장 - ""무법"" 전문화 : 타격감과 기술사용의 쾌감","춤추는 강철이 좋긴한데 범용성에 있어서 질풍 칼날이 워낙 뛰어나서 대부분의 경우 질풍 칼날을 사용하게 됩니다...

질풍 칼날은 이동기에요 이동기!",2020-11-17T01:24:10Z,춤추는 강철이 좋긴한데 범용성에 있어서 질풍 칼날이 워낙 뛰어나서 대부분의 경우 질풍 칼날을 사용하게 됩니다     질풍 칼날은 이동기에요 이동기 
0,어둠군단장 카멘 하드 4관문 퍼스트 클리어 영상 (잔혈창술사 시점) [로스트아크 짹키창],의지의 한국인들 폼 미쳤다,2023-09-25T23:52:59Z,의지의 한국인들 폼 미쳤다
0,어둠군단장 카멘 하드 4관문 퍼스트 클리어 영상 (잔혈창술사 시점) [로스트아크 짹키창],쁘허님이 원래 저렇게 개 자 붙여가면서 과격한 표현을 잘 안하는데 얼마나 극혐 이였음  ㄷㄷ....,2023-10-14T14:47:49Z,쁘허님이 원래 저렇게 개 자 붙여가면서 과격한 표현을 잘 안하는데 얼마나 극혐 이였음  ㄷㄷ    
0,어둠군단장 카멘 하드 4관문 퍼스트 클리어 영상 (잔혈창술사 시점) [로스트아크 짹키창],can someon link that gladiator build,2023-09-26T11:16:05Z,can someon link that gladiator build
0,"양산형의 어머니, 몬스터길들이기 서비스종료",와 엑소 콜라보할때 엄청 했었는데 ㅋㅋㅋㅋㅋㅋㅋ,2023-10-07T01:44:53Z,와 엑소 콜라보할때 엄청 했었는데 ㅋㅋㅋㅋㅋㅋㅋ
0,"양산형의 어머니, 몬스터길들이기 서비스종료","어 몬길 섭종했다고 들어서 
구글 스토어에 들어가니깐
없어서 아 이제 못하구나 했는데
옛날 휴대폰에 몬스터 길들이기가 
다운이 되어 있다는것이 생각나서
들어가 보니깐
게임 접속이 되네요.....
몬스터 길들이기 서버 종료 한거 맞은가요?",2023-10-28T08:45:13Z,어 몬길 섭종했다고 들어서  구글 스토어에 들어가니깐 없어서 아 이제 못하구나 했는데 옛날 휴대폰에 몬스터 길들이기가  다운이 되어 있다는것이 생각나서 들어가 보니깐 게임 접속이 되네요      몬스터 길들이기 서버 종료 한거 맞은가요 
0,"양산형의 어머니, 몬스터길들이기 서비스종료",세월이 ㅅ발 중딩때 했던건데 하..,2023-10-17T16:35:47Z,세월이 ㅅ발 중딩때 했던건데 하  
0,"양산형의 어머니, 몬스터길들이기 서비스종료",세나도 곧 섭종할듯요 유저들의 게임 트렌드도 많이 바뀌었고 정해진 수순이죠,2023-10-06T11:04:26Z,세나도 곧 섭종할듯요 유저들의 게임 트렌드도 많이 바뀌었고 정해진 수순이죠
0,"양산형의 어머니, 몬스터길들이기 서비스종료",딱 6성 국레이 사고 일주일만에 7성 나온다고 해서 접었는데,2023-11-05T01:20:04Z,딱 6성 국레이 사고 일주일만에 7성 나온다고 해서 접었는데
2,투망군주 4명으로 성세금 천만원짜리 기란성 먹자했습니다.ㅣ리니지 공성전 레전드,전창에 설레발만 안쳤어도 ㅋㅋㅋ,2023-10-05T08:56:26Z,전창에 설레발만 안쳤어도 ㅋㅋㅋ
2,투망군주 4명으로 성세금 천만원짜리 기란성 먹자했습니다.ㅣ리니지 공성전 레전드,ㅋㅋㅋ 몇십업 몇백억쓰면뭐하나 이렇게 게임하는사람들 먹잇감일뿐이지 ㅋㅋㅋ,2023-04-16T10:45:32Z,ㅋㅋㅋ 몇십업 몇백억쓰면뭐하나 이렇게 게임하는사람들 먹잇감일뿐이지 ㅋㅋㅋ
0,야생의 몬스터 잡아서 싸움 붙히기 [ 괴물몬스터 ] Monster Battle in minecraft,강한 거는 신고질라 해요,2023-01-24T05:55:00Z,강한 거는 신고질라 해요
1,토츠만 11명인 EPL 단일?! 디자인 감성 미쳤다;; 피파모바일,"와 디자인이 좋네요
근데 팬카페는 어떻게 들어가나요?",2023-06-24T02:06:38Z,와 디자인이 좋네요 근데 팬카페는 어떻게 들어가나요 
0,야생의 몬스터 길들이기 [ 괴물몬스터 ] Monster Battle in minecraft,"사람은못잡아요
우영님",2022-12-16T10:03:03Z,사람은못잡아요 우영님
0,암울한 스팀 배틀그라운드 근황.. #shorts #배그,그런데 계속 하니깐 배그 입장에서도 어짜피 한탕게임이라 대책도 안 내주는거 아닌가요?,2023-06-22T08:23:27Z,그런데 계속 하니깐 배그 입장에서도 어짜피 한탕게임이라 대책도 안 내주는거 아닌가요 
0,알면 무조건 손해 안보는 법  피파4,우리는 주식게임을 하는 것인가 축구 게임을 하는 갓인가...,2023-05-12T11:12:31Z,우리는 주식게임을 하는 것인가 축구 게임을 하는 갓인가   
0,아틀레티코 마드리드 포지션별 파워랭킹｜전 포지션 밸런스가 좋은 팀케미 [피파4],투란 고강은 0티어급.. 체감이 진짜 미쳤음,2023-04-21T02:08:03Z,투란 고강은 0티어급   체감이 진짜 미쳤음
0,아직도 도트랑 배율 갈아 끼우면서 플레이 하십니까? [배틀그라운드],15배 장식인가,2019-03-08T10:29:19Z,15배 장식인가
0,"아직까지 호평받은 피파 온라인 1, 2는 왜 섭종했을까?","🍉롤🍉뱃🍉 이스포츠, 비제이 실시간, 카진호 전문!! 더 이상의 설명은 생략한다 !!🍉롤🍉뱃🍉",2023-10-18T17:23:23Z, 롤 뱃  이스포츠  비제이 실시간  카진호 전문   더 이상의 설명은 생략한다    롤 뱃 
0,"아직까지 호평받은 피파 온라인 1, 2는 왜 섭종했을까?","🍉롤🍉뱃🍉 이스포츠, 비제이 실시간, 카진호 전문!! 더 이상의 설명은 생략한다 !!🍉롤🍉뱃🍉",2023-10-18T17:23:23Z, 롤 뱃  이스포츠  비제이 실시간  카진호 전문   더 이상의 설명은 생략한다    롤 뱃 
0,"아직까지 호평받은 피파 온라인 1, 2는 왜 섭종했을까?","🪺롤🪺뱃🪺 스포츠, 비제이, 카진호 너희가 원하는 모든게 다있어 🪺롤🪺뱃🪺 G글",2023-10-18T17:23:10Z, 롤 뱃  스포츠  비제이  카진호 너희가 원하는 모든게 다있어  롤 뱃  G글
0,"아직까지 호평받은 피파 온라인 1, 2는 왜 섭종했을까?",🪱롤🪱뱃🪱 롤드컵 못먹어도 T1 풀!뱻!튕!한다 보여줘 빛상혁 🪱롤🪱뱃🪱,2023-10-18T17:23:23Z, 롤 뱃  롤드컵 못먹어도 T1 풀 뱻 튕 한다 보여줘 빛상혁  롤 뱃 
0,아직 해방도 안 했는데 이정도라고...?😮 [메이플 딘썽]│리부트생활기 31화,무적의 또또를찾았다 𐏐비𐏐제𐏐이𐏐뱃𐏐  타업체랑 레벨이 틀림,2023-10-01T11:02:51Z,무적의 또또를찾았다  비 제 이 뱃   타업체랑 레벨이 틀림
0,워헤이븐 얍실(?)하게 잘하는 법 #넥슨신작 #국산게임 #PVP,탄저씨  금요일날  2부는  끄투아니면브롤스타즈 가자(?),2023-09-21T10:58:26Z,탄저씨  금요일날  2부는  끄투아니면브롤스타즈 가자   
0,타격감 지리는 신궁 허쉴?,코디정보.,2023-07-12T17:56:55Z,코디정보 
0,싱크로율 99.9% 캐릭터 커스터마이징의 한계를 보여주는 장인들의 닮은꼴 커마 대회ㅣ로스트아크,저샌즈tv진짜ㅋㅋㅋㅋㅋ,2022-09-09T03:14:26Z,저샌즈tv진짜ㅋㅋㅋㅋㅋ
0,실제 배그ㅋㅋ개꿀잼 신캐 마법사!! 혼자 메테오 스킬로 적 4명 박살 가능ㅋㅋㅋ,예전에 신호탄으로 그냥 집아무데나 그냥 직선으로 쏴 봤는데.....ㅠㅠ,2021-09-11T10:18:26Z,예전에 신호탄으로 그냥 집아무데나 그냥 직선으로 쏴 봤는데     ㅠㅠ
0,신작 피파23 새로나온 슈퍼태클 수비스킬,플5용 언제 발매하죠?,2022-09-27T06:41:55Z,플5용 언제 발매하죠 
0,신의탑새로운세계 100일기념 총공략 가이드 쿠폰 티어 리세마라 전용장비 등[TOWER OF GOD NEW WORLD],자왕난은 팽당한건가요??,2023-11-06T10:36:18Z,자왕난은 팽당한건가요  
0,킹받는 게임광고 특징 3탄 #Shorts,다양한 뱃 종류와 다양한 2벤트 하루종일 놀아도 질리지 않는 이유가 있었구나 🗒️롤🗒️뱃🗒️ ㄱㄱ,2023-11-08T11:44:12Z,다양한 뱃 종류와 다양한 2벤트 하루종일 놀아도 질리지 않는 이유가 있었구나   롤  뱃   ㄱㄱ
0,"신의탑: 새로운 세계] 많은 것이 바뀐 4일차 티어표. 핵심은 바로 이것? 9스테이지 이상, 클리어하고 싶으면 꼭 보세요! 현시점 추천 유닛과 덱 구성, 그 이유까지!",리세로 큰마체 1 하츠1 떴는데 에반 필수일까요..? 그냥 이대로 시작해도 될까요!?,2023-07-31T08:17:39Z,리세로 큰마체 1 하츠1 떴는데 에반 필수일까요    그냥 이대로 시작해도 될까요  
0,신의탑: 새로운 세계] 극초반을 위한! 반드시 도움되는 성능 티어표와 그 이유! 추천 덱 구성까지! 꼭 확인하세요!,"라헬이 1티어?
말도 안돼....",2023-07-28T03:23:14Z,라헬이 1티어  말도 안돼    
0,신의탑 '헤돈' 리뷰[관리자 특집 1탄],신의탑 언제 최신화 나오는지 아시는분??,2020-07-09T14:25:25Z,신의탑 언제 최신화 나오는지 아시는분  
0,신의탑 허무하게 죽은 캐릭터 TOP 10 모음,순간 아크랩터를 라크레이셔로 읽음,2021-07-03T01:27:51Z,순간 아크랩터를 라크레이셔로 읽음
0,신의탑 허무하게 죽은 캐릭터 TOP 10 모음,"밤이 언제쯤 아크랩터랑 프린스 죽은거 알게 되려나? 나중에 다 알게되면 눈 시뻘겋게 뒤집히며 라헬, 하유라, 화이트 쳐죽이려고 폭주할게 뻔하지. 그리고 화이트 역시 둥지 전투 막바지때 밤 통수 치려고 준비하는듯 하고.",2021-04-01T16:23:16Z,밤이 언제쯤 아크랩터랑 프린스 죽은거 알게 되려나  나중에 다 알게되면 눈 시뻘겋게 뒤집히며 라헬  하유라  화이트 쳐죽이려고 폭주할게 뻔하지  그리고 화이트 역시 둥지 전투 막바지때 밤 통수 치려고 준비하는듯 하고 
0,키네시스 코어 강화 가이드_메이플스토리,경코잼을 불릿에다가 15개 정도 발랏는데 이걸 경코잼으로 만렙을 찍는게 낫나요 다른걸 올리는게 낫나요??,2023-06-07T03:05:36Z,경코잼을 불릿에다가 15개 정도 발랏는데 이걸 경코잼으로 만렙을 찍는게 낫나요 다른걸 올리는게 낫나요  
0,키네시스 코어 강화 가이드_메이플스토리,그 혹시 패치로 드레인이 보스 말고 일반몹한테만 적용이 되는데 그러면 드레인은 빼도되나요 ?,2023-04-18T11:20:52Z,그 혹시 패치로 드레인이 보스 말고 일반몹한테만 적용이 되는데 그러면 드레인은 빼도되나요  
0,신의탑 허무하게 죽은 캐릭터 TOP 10 모음,"문타리 / 이니에타 / 프린스 / 아크랩터 / 창.
진짜 너무 슬프고 허무했다.... 슬픈 쪽 은 프린스 아크랩터 지만 창 이니에타 문타리는 진짜 밤 쪽에 붙어서 같이 싸워줬으면 했는데....",2021-06-27T02:04:29Z,문타리   이니에타   프린스   아크랩터   창  진짜 너무 슬프고 허무했다     슬픈 쪽 은 프린스 아크랩터 지만 창 이니에타 문타리는 진짜 밤 쪽에 붙어서 같이 싸워줬으면 했는데    
0,신의탑 '쿤가문' 리뷰[10가문 시리즈],쿤가문을 한마디로 정리하자면... 조오오오오오온잘,2021-08-27T14:26:29Z,쿤가문을 한마디로 정리하자면    조오오오오오온잘
0,"신의탑 최강자 극딜 세팅! 사기템 ""방어력 무시"" 쇄도 엔류를 딜러로 만들었습니다! + 신화각성 마덱! 결투장 1티어 에반 방덱 학살! 승률 -90% [세나] 시도 세븐나이츠",엔류 각성기<세인 변신후 일반스킬,2019-09-16T07:10:12Z,엔류 각성기 세인 변신후 일반스킬
0,신의탑 '죽은캐릭터들' 리뷰[구독자 제보 컨텐츠],호 열사의 의거.....,2020-09-06T08:27:02Z,호 열사의 의거     
0,신의탑 '일반랭커 탑티어' 리뷰[직진 피셜],직진님 우렉이 엑시저일 가능성은 있을까요? 펜타미넘의 존재를 알고 있고 있음에도 자신의 랭킹을 따진다거나 가람의 부탁을 들어줄 맘이 없다는건 자신이 하위 엑시저이기 때문이 아닐까 생각해봤어요,2020-10-05T13:28:33Z,직진님 우렉이 엑시저일 가능성은 있을까요  펜타미넘의 존재를 알고 있고 있음에도 자신의 랭킹을 따진다거나 가람의 부탁을 들어줄 맘이 없다는건 자신이 하위 엑시저이기 때문이 아닐까 생각해봤어요
0,신의탑 인물리뷰 '자하드'[최종 보스],"자하드라는 캐릭터를 분석하면서 우리는 쉽게 밤에 대한 생각을 해볼수있습니다. 우선적으로 둘은 같은 비선별인원입니다. 탑에서 스스로 들어온자. 길을 개척한자와 신을 죽이는 창을 가진자. 솔직히 말하면 자하드랑 밤의 강함에 대한 비교를 한다면 자하드에게 손을 들어줄 수밖에 없습니다.
1. 성격에 대한 차이, 어떤것에 재능이 있을때 그재능을 보여주는건 성격에 많이 좌우됩니다. 최고의 모험가라는 칭호가 있던 자하드에게 밤의 내성적인 성격은 큰 차이를 보입니다. 자하드는 자신이 원하는것을 취하기 위해서 엄청나게 냉정해질수있지만 밤은 자신의 주변에 대한 냉정한 판단을 하기 어렵습니다. 2. 재능과 힘, 둘은 다 비선별인원으로 신원류라는 탑의 제악을 받지 않는 힘을 사용하지만 자신과 비슷한 힘을 가진 존재들과 함께 탑에서 관리자들의 시험을 통과한 자하드와 주신보다 약한 자들과 탑을 올라온 밤의 실력의 차이는 비슷하다고 보기 어렵습니다.- 자하드와 밤의 싸움에서는 개인적으로는 가장 주인공 버프를 많이 받은 장면이라고 생각합니다. 힘이 비슷하다면 당연히 그힘을 오래사용한 사람이 더 능숙하게 사용할수있습니다, 근데 주인공이라는 이유로 (처음 정거장에 왔을때랑 자하드랑 싸울때랑 몇년이 걸린것도 아님) 벨런스가 크게 붕괴된 부분이라고 생각합니다. 
밤의 힘이 영혼의 힘과 엔류가 남긴 가시조각이라면 사실 운명에 장난을 칠수있다는 자하드와의 실력은 탑에 들어온 나이만큼(나이를 먹을수록 강해진다는 설정)보다 큰 힘의 차이가 있을수밖에 없습니다. 자하드와 엔류의 싸움이라면 모르지만 밤은 특별함이라곤 같은 비선별인원과 최강의 탑의왕이된 비선별인원과의 차이라고 볼수있을거 같네요.",2021-06-23T16:13:29Z,자하드라는 캐릭터를 분석하면서 우리는 쉽게 밤에 대한 생각을 해볼수있습니다  우선적으로 둘은 같은 비선별인원입니다  탑에서 스스로 들어온자  길을 개척한자와 신을 죽이는 창을 가진자  솔직히 말하면 자하드랑 밤의 강함에 대한 비교를 한다면 자하드에게 손을 들어줄 수밖에 없습니다  1  성격에 대한 차이  어떤것에 재능이 있을때 그재능을 보여주는건 성격에 많이 좌우됩니다  최고의 모험가라는 칭호가 있던 자하드에게 밤의 내성적인 성격은 큰 차이를 보입니다  자하드는 자신이 원하는것을 취하기 위해서 엄청나게 냉정해질수있지만 밤은 자신의 주변에 대한 냉정한 판단을 하기 어렵습니다  2  재능과 힘  둘은 다 비선별인원으로 신원류라는 탑의 제악을 받지 않는 힘을 사용하지만 자신과 비슷한 힘을 가진 존재들과 함께 탑에서 관리자들의 시험을 통과한 자하드와 주신보다 약한 자들과 탑을 올라온 밤의 실력의 차이는 비슷하다고 보기 어렵습니다   자하드와 밤의 싸움에서는 개인적으로는 가장 주인공 버프를 많이 받은 장면이라고 생각합니다  힘이 비슷하다면 당연히 그힘을 오래사용한 사람이 더 능숙하게 사용할수있습니다  근데 주인공이라는 이유로  처음 정거장에 왔을때랑 자하드랑 싸울때랑 몇년이 걸린것도 아님  벨런스가 크게 붕괴된 부분이라고 생각합니다   밤의 힘이 영혼의 힘과 엔류가 남긴 가시조각이라면 사실 운명에 장난을 칠수있다는 자하드와의 실력은 탑에 들어온 나이만큼 나이를 먹을수록 강해진다는 설정 보다 큰 힘의 차이가 있을수밖에 없습니다  자하드와 엔류의 싸움이라면 모르지만 밤은 특별함이라곤 같은 비선별인원과 최강의 탑의왕이된 비선별인원과의 차이라고 볼수있을거 같네요 
0,신의탑 인물리뷰 '우렉마지노'에 대해서,우렉이 둥지에 있다면 1분컷 가능인가 ㅋㅋ,2021-07-25T15:47:32Z,우렉이 둥지에 있다면 1분컷 가능인가 ㅋㅋ
0,신의탑 인물리뷰 '엔류'에 대해서,"펜타미넘 신 , 왕 ,신의탑 이야기 주인 ,상위 엑시저
엔류 신의 사자 ,  하급 엑시저
밤  신의 탑의 시험으로 신이 될 사람
우렉   엑시저 단계에 접어든 사람 , 나중에 밤의 스승이 될 사람 
라헬 밤의 엄마랑 같이 도망친 하녀
유령 밤의 아빠 
가시 자하드를 죽일 무기 , 135층 최종 열쇠
자하드 신의 운명을 거슬린 사람 ,134층에 시험 시험관",2022-05-23T12:53:00Z,펜타미넘 신   왕  신의탑 이야기 주인  상위 엑시저 엔류 신의 사자    하급 엑시저 밤  신의 탑의 시험으로 신이 될 사람 우렉   엑시저 단계에 접어든 사람   나중에 밤의 스승이 될 사람  라헬 밤의 엄마랑 같이 도망친 하녀 유령 밤의 아빠  가시 자하드를 죽일 무기   135층 최종 열쇠 자하드 신의 운명을 거슬린 사람  134층에 시험 시험관
0,신의탑 인물리뷰 '엔류'에 대해서,"엑시저(펜타미넘)들은 신이 아닙니다. 신이 되고 싶어하는 자들이지요.
엔류는 엑시저들이 되고 싶어하는 신.
그 신의 사자입니다.
이미 엑시저일테고 신과 가장 가까운 존재일수 있고 그러므로 일반 엑시저들보다 더 강하다고 생각합니다.",2022-08-01T17:35:33Z,엑시저 펜타미넘 들은 신이 아닙니다  신이 되고 싶어하는 자들이지요  엔류는 엑시저들이 되고 싶어하는 신  그 신의 사자입니다  이미 엑시저일테고 신과 가장 가까운 존재일수 있고 그러므로 일반 엑시저들보다 더 강하다고 생각합니다 
0,신의탑 인물리뷰 '엔류'에 대해서,엄,2023-10-05T04:36:09Z,엄
0,신의탑 '연 가문' 리뷰[10가문 시리즈#6],직진님 ㅠㅠ 신의탑 언제 다시 할까요,2021-03-17T07:35:33Z,직진님 ㅠㅠ 신의탑 언제 다시 할까요
0,신의탑 업뎃 미리보기! 재화보상 상향에 연이화까지.. 미쳤다 | 신의 탑 새로운 세계 개발자 노트,Ssr+ 제가 이해하기로는 풀돌ssr+는 제거 하고 해주겠다는 건데 스뿔 풀돌을 언제하고 자빠짐....?,2023-08-23T15:48:36Z,Ssr  제가 이해하기로는 풀돌ssr 는 제거 하고 해주겠다는 건데 스뿔 풀돌을 언제하고 자빠짐     
0,신의탑 아를렌 그레이스와 관련된 7가지 이야기,이래서 엔류가 신의 사자 구나,2021-06-30T12:25:59Z,이래서 엔류가 신의 사자 구나
0,신의탑 아를렌 그레이스와 관련된 7가지 이야기,와.. 가람 자하드가 역사를 다 알고 있네.. 엔류..,2021-07-02T01:31:42Z,와   가람 자하드가 역사를 다 알고 있네   엔류  
0,신의탑 설정들 역사로 총정리[작가오피셜과 작중 내용 요약],하진성 들어오는 이야기가 빠졌네여,2020-05-18T10:36:01Z,하진성 들어오는 이야기가 빠졌네여
0,신의탑 설정들 역사로 총정리[작가오피셜과 작중 내용 요약],"엔도르시가 200살이라
근데 왜 아직 1층에 있었지",2020-05-03T07:32:56Z,엔도르시가 200살이라 근데 왜 아직 1층에 있었지
0,신의탑 설정들 역사로 총정리[작가오피셜과 작중 내용 요약],뭐 엄청한거라기에는 그냥 자하드가 집안싸움만 보여줬ㄴ..,2020-10-22T14:49:49Z,뭐 엄청한거라기에는 그냥 자하드가 집안싸움만 보여줬ㄴ  
0,신의탑 새로운세계 통합 1티어 등급표 공략 - 23년10월기준 [사키엘TV],여눠냐여눼나,2023-10-03T00:52:40Z,여눠냐여눼나
0,신의탑 새로운세계 캐릭터1 티어등급표 비올레 시아시아 포함 최신버전 [TOWER OF GOD NEW WORLD],"자하드 뽑혔는데 잘 얻은 거겠죠?..😅
잘보고갑니다 

에반.,꼭 갖고싶군요 ㅋㅋㅋ ㅠ",2023-08-19T22:36:43Z,자하드 뽑혔는데 잘 얻은 거겠죠     잘보고갑니다   에반  꼭 갖고싶군요 ㅋㅋㅋ ㅠ
0,신의탑 새로운세계 캐릭터 1티어등급표 에드안 키세아 베스파 포함 최신버전![TOWER OF GOD NEW WORLD],무빙님 혹시 21층 족보알수있을까요?,2023-09-26T09:44:54Z,무빙님 혹시 21층 족보알수있을까요 
0,신의탑 새로운세계 캐릭터 1티어 등급표 연이화 포함 최신버전 돌파&전용장비레벨까지 추천! [TOWER OF GOD NEW WORLD],지금 2팟딜러 고민입니다. 자왕난은 전무20강 7돌이고요 연이화는 10강 4돌인데 자왕난 아직 빡세게 안키웟으니 연이화로 갈아탈까요?,2023-09-02T09:06:02Z,지금 2팟딜러 고민입니다  자왕난은 전무20강 7돌이고요 연이화는 10강 4돌인데 자왕난 아직 빡세게 안키웟으니 연이화로 갈아탈까요 
0,신의탑 새로운세계 초반 꿀팁 모음 리세마라 SSR영웅 조합 전투력향상 스테이지 막혔을때 등! [신의탑 리세][TOWER OF GOD NEW WORLD],이틀째 리세중인데 자하드 나왔는데 이륙해도 괜찮을까요? 너무 힘드네요 ㅠ,2023-07-28T14:56:23Z,이틀째 리세중인데 자하드 나왔는데 이륙해도 괜찮을까요  너무 힘드네요 ㅠ
0,신의탑 새로운세계 비올레 시아시아 뽑기 해야할까? 뽑기전에 꼭보세요!! 무소과금 필독 [TOWER OF GOD NEW WORLD],하 200뽑 비올레나옴,2023-08-16T07:44:02Z,하 200뽑 비올레나옴
