labels,name,theme,동영상 제목,댓글,댓글 작성일,PRO
0,메이플,사운드,"[ASMR]빛이 마지막으로 닿는 곳, 셀라스 🤿 Maple Story, Music, Relax, peaceful, Nature, Underwater, 메이플스토리",요즘 이 브금 못들으면 못자요 ㅠㅠ,2023-10-18T16:06:56Z,요즘 이 브금 못들으면 못자요 
0,로스트아크,운영,로아 뉴비가 폐사하는 이유 (with.5주년 이벤트 이야기),요즘 쿤겔  때갈은 페폭보다 보석칸이랑 카드 비어 있으면 대부분 닥치고 칼중단인데 아직도 뉴비들 배템쌀먹 프레임 씌우는거보면 좀 그럼,2023-11-08T01:50:05Z,요즘 쿤겔  때갈은 페폭보다 보석칸이랑 카드 비어 있으면 대부분 닥치고 칼중단인데  아직도 뉴비들 배템쌀먹 프레임 씌우는거보면 좀 그럼
0,메이플,BM,"[메이플] 유니온 레벨 10567 유저가 추천하는 하이퍼버닝 육성 난이도가 쉬운 직업 추천TOP5 (코강,원킬 컷, 조작 난이도 EZ)",유니온0이긴한데 저자본(100억템셋?)세르니움 사냥 가능한 캐릭이 있나요???,2023-08-02T15:46:59Z,유니온0이긴한데 저자본 100억템셋  세르니움 사냥 가능한 캐릭이 있나요   
0,리니지,BM,리니지M 용옥 환불 신청 여기서 하세요! 성패 용옥도 환불을 해준다고?? NC가 드디어 일을 합니다!! 天堂M LineageM,용옥먹었던기록있는 유저 변신팩 주는거는 20일 업데이트날 주는건가여???,2021-10-14T01:59:57Z,용옥먹었던기록있는 유저 변신팩 주는거는 20일 업데이트날 주는건가여   
0,검은사막,사운드,Black Desert - Sycrakea Theme(검은사막 - 시카라키아 테마 음악),우리는 필요하다 1시간 듣기 시카라키아 킹브금..😍,2021-12-24T04:35:57Z,우리는 필요하다 1시간 듣기 시카라키아 킹브금   
0,로스트아크,그래픽,[로스트아크] '놀라운'디자인! 가을 아바타,우와.... 사고싶다 게임은 접었지만...,2019-09-11T16:54:23Z,우와     사고싶다  게임은 접었지만   
0,메이플,운영,23/03/15 테섭 배틀메이지 밸런스패치 리뷰 [메이플스토리 흐륜],우와 알터 저걸 이제야 고쳐줬다는게 ㄷㄷ.. 딸기농장 배경 규엽네요,2023-03-20T14:21:33Z,우와 알터 저걸 이제야 고쳐줬다는게 ㄷㄷ   딸기농장 배경 규엽네요
0,배틀그라운드,BM,배그 할 때 이어폰VS헤드셋? 저는 무조건 이걸 추천합니다 배틀그라운드,유툽 보고 저도 충동구매 해버렸습니다...ㅋㅋㅋㅋ근데 소리 설정 어떻게 하시는 지 알려주실 수 있나요?ㅜㅜ저 같은 아재는 너무 어려우어...,2022-02-19T11:49:57Z,유툽 보고 저도 충동구매 해버렸습니다   ㅋㅋㅋㅋ 근데 소리 설정 어떻게 하시는 지 알려주실 수 있나요  저 같은 아재는 너무 어려우어   
0,검은사막,운영,[검은사막] TV CF영상_배경편!,운영진이 템팔다가 걸림??,2017-03-07T19:23:30Z,운영진이 템팔다가 걸림  
0,로스트아크,게임성,[로스트아크 생방송] 레벨업 공략 1부 Lv.1~50 가장 빠르게 찍는 방법,웃기다뉴비들스킬저러케찍은줄알아는데11렙데스킬부족임,2021-05-24T12:40:25Z,웃기다뉴비들스킬저러케찍은줄알아는데11렙데스킬부족임
0,제2의나라,운영,"[제2의 나라] 귀여운 사수, '엔지니어' 등장!",웅장해-----웅장 해------,2021-07-06T11:11:04Z,웅장해     웅장 해      
0,로스트아크,게임성,로스트아크] 16개 모든 클래스 각성 스킬 깡딜량 순위,워로드 pvp에서는 그렇게 세던데 pve에선 약한가보네,2021-09-29T14:38:42Z,워로드 pvp에서는 그렇게 세던데 pve에선 약한가보네
0,메이플,게임성,"메이플[스토리] 진짜, 드디어 만난 위쪽 영감들 ""도원경""",은월은 얘기가 없나요? 여우아니마랑 관련있기도 하고 여우신도 그 테마던전 스토리에서 마지막에 영감을 언급했었는데 새비지터미널 토끼만 나오고 여우신관련 언급이 없던거 같아서요.,2023-10-08T09:41:27Z,은월은 얘기가 없나요  여우아니마랑 관련있기도 하고 여우신도 그 테마던전 스토리에서 마지막에 영감을 언급했었는데 새비지터미널 토끼만 나오고 여우신관련 언급이 없던거 같아서요 
0,리니지,BM,"[리니지2m] 게임 전 반드시 알아야  할 종족,직업 34가지 총 정리 (무과금 직업추천까지)",워스미스란 직업은 어케 하나여,2020-01-24T16:28:26Z,워스미스란 직업은 어케 하나여
0,리니지,운영,리니지M PVP 판정 개선?! 막피들 어떡하냐ㅋㅋ,원래 비정상적인거에서 정상적으로 패치한건데 떡락이라니 ㅋㅋ,2022-08-23T14:24:38Z,원래 비정상적인거에서 정상적으로 패치한건데 떡락이라니 ㅋㅋ
0,신의탑,그래픽,[신의 탑: 새로운 세계] 캐릭터 소개 - 라헬,웹툰이랑 진짜 비슷한 캐릭터 구성... 개때리고 싶을지도....,2023-06-03T13:51:22Z,웹툰이랑 진짜 비슷한 캐릭터 구성    개때리고 싶을지도    
0,검은사막,그래픽,🎨커마학개론🖌️ with 와꿀님 - 신규 클래스 우사 커스터마이징 | 검은사막,위자드도 부탁드려요 남캐 너무 어려워서 몇일째 게임을 못하고 있네요 ㅠㅠㅠㅠㅠ,2023-08-13T13:29:44Z,위자드도 부탁드려요 남캐 너무 어려워서 몇일째 게임을 못하고 있네요 
0,메이플,운영,정지를 먹다. - 먼치 메이플스토리,유료광고 포함  ?,2023-07-29T03:47:03Z,유료광고 포함   
0,검은사막,운영,"아침의 나라, 수묵담채화 라이브 드로잉 🎨 | 검은사막 | Black Desert",유명한 영화랑 게임들 콜라보해주시는 작가님이시네요 ㄷㄷ 섭외비 엄청 들었겠는데... 이번 업데이트로 간만에 한번 다시 시작해봐야겠네요 작품도 멋있네여!,2023-03-30T08:40:18Z,유명한 영화랑 게임들 콜라보해주시는 작가님이시네요 ㄷㄷ 섭외비 엄청 들었겠는데    이번 업데이트로 간만에 한번 다시 시작해봐야겠네요 작품도 멋있네여 
0,메이플,사운드,시험 공부 할 때 듣는 음악 메이플 스토리 OST 30곡 모음 / 게임 할 때 듣는 음악 MAPLE STORY OST,이 브금도 저작권이 있나요..?,2022-06-02T14:50:15Z,이 브금도 저작권이 있나요   
0,배틀그라운드,사운드,PUBG Global Championship 2021 BGM (Extreme Sportsmanship),으어 이세계 BGM,2021-11-17T04:19:47Z,으어 이세계 BGM
0,리니지,사운드,사운드 디자인 포트폴리오 [Lineage2M] 리니지2M 대표 캐릭터 – 레지나,이 영상이 제일 간지나요 연출에 정말 많은 공을 들이셨다는 게 느껴지고 메탈 울리는 소리 진짜 좋네요.,2020-11-19T14:08:51Z,이 영상이 제일 간지나요 연출에 정말 많은 공을 들이셨다는 게 느껴지고 메탈 울리는 소리 진짜 좋네요 
0,신의탑,무소속,넷마블에서 신의탑IP로 게임을 출시한다고? - 신의탑:새로운세계. 이거 믿어도 될까? (최초공개영상포함!),음... 다른 회사면 하겠는데요~~  넷마블은 머다??   통수에 통수에 통수를 치는 게임사.   즉  믿고 거른다 !!!!,2023-07-08T06:52:40Z,음    다른 회사면 하겠는데요    넷마블은 머다     통수에 통수에 통수를 치는 게임사    즉  믿고 거른다     
0,메이플,사운드,"[Playlist] 그 시절, 우리가 좋아했던 메이플",음악 잘 만든 문제 많은 게임,2023-10-27T15:50:40Z,음악 잘 만든 문제 많은 게임
0,리니지,사운드,게임 BGM 모음 리니지 공성전 BGM OST (lineage),음악 주기지.. 누가 만들었나.. 리니지는 브금덕 많이봄,2021-01-27T15:01:42Z,음악 주기지   누가 만들었나   리니지는 브금덕 많이봄
0,메이플,BM,메이플 확률논란 이후 경매장 상황 보니 생각보다 더 심각하네요..,응 메플 쓰레기 게임~~,2021-03-19T10:59:08Z,응 메플 쓰레기 게임  
0,로스트아크,사운드,[로스트아크ㅣOST] 10_별모래 해변 (Star Sandy Beach) / LOST ARK Soundtrack (Vol.3 In-Game Track),이  브금 어디서 다운받을수있을까요?유튜브브금으로 쓰고싶은데,2023-04-23T11:32:40Z,이  브금 어디서 다운받을수있을까요  유튜브브금으로 쓰고싶은데
0,로스트아크,사운드,[로스트아크｜OST] 일리오스 (Ilios) / LOST ARK Soundtrack,이거 영지 브금으로 설정 못 하나요.. 넘 조은데 ㅜㅜ,2023-08-11T16:13:20Z,이거 영지 브금으로 설정 못 하나요   넘 조은데 
0,제2의나라,운영,이곳이 바로 진짜 제2의나라 입니까!? 모바일게임의 PC버전 맛을 보자,이 게임은 정말 X물이지,2021-07-25T07:11:04Z,이 게임은 정말 X물이지
0,검은사막,운영,"(광고)신의 탑:새로운 세계, 너맞춤뻡이외그래?, 검은사막 용궁/첫 합주 [23.7.27 서새봄 다시보기]",2:53:21 이 게임의 탄생 배경3:55:28 개정14:30:31 개정2,2023-08-05T11:33:52Z,이 게임의 탄생 배경    개정    개정
0,리니지,운영,""" 2023 신버전 밸런스 패치 및 몽환의섬 업데이트 "" - [ 2023 리니지 LTBP - Warcraft3 Reforged use map ]",이거는 맵 어디서 받아야하나요?? 너무하고싶은데 맵이없어서요,2023-06-16T09:24:39Z,이거는 맵 어디서 받아야하나요   너무하고싶은데 맵이없어서요
0,로스트아크,운영,로스트아크 TVCF 추억편,이 광고 지금 다시 나오면 난리난다 진짜,2021-08-17T14:55:52Z,이 광고 지금 다시 나오면 난리난다 진짜
0,리니지,사운드,[광고영상] 리니지와 명곡이 만나서 최고의 영상이 되다. (feat. 리니지2M X 사랑의찬가),이 광고보고 다운로드 하지 말았어야 했다.,2021-08-19T12:06:40Z,이 광고보고 다운로드 하지 말았어야 했다 
0,로스트아크,사운드,[로스트아크] LOA ON - 빙하섬의 눈물 (Orchestra Ver.) 공연｜LOST ARK,이 노래가 나오면서 정말 슬펐던게 여기는 게임세상이라 치유가 된다한들 현실은 바뀌기가 너무 어렵다는 사실때문에 슬펐음.. 계속 현실과 대조되면서 감정이입된듯......,2022-02-10T15:52:00Z,이 노래가 나오면서 정말 슬펐던게 여기는 게임세상이라 치유가 된다한들 현실은 바뀌기가 너무 어렵다는 사실때문에 슬펐음   계속 현실과 대조되면서 감정이입된듯      
0,배틀그라운드,사운드,배그 신규 스킨으로 역대급 헤어스타일과 핑크 의상이 왕창 출시했습니다!,4:23 이 노래는 제목이 뭔가요 ㅠㅠㅠㅠ ㅜㅜㅜ,2023-05-20T23:32:05Z,이 노래는 제목이 뭔가요  
0,메이플,조작,의외로 많은 분들이 모르는 사냥 꿀팁 [메이플],이 방법으로 다른 사람이 사냥중인 맵에 룬을 뺏았습니다,2023-02-07T02:58:05Z,이 방법으로 다른 사람이 사냥중인 맵에 룬을 뺏았습니다
0,신의탑,사운드,[신의탑M : 위대한 여정]새해 복 많이 받으세요!,이 브금 너무 짱이에여...,2023-04-27T02:20:33Z,이 브금 너무 짱이에여   
0,메이플,사운드,Banami - Smile (Video Ver.) [메이플스토리(MapleStory) 8th Anniversary Video '라이징 스타(Rising Star)],"이 브금의 여운을 못 잊는다 진짜,,",2023-10-11T10:54:54Z,이 브금의 여운을 못 잊는다 진짜  
0,메이플,사운드,메이플스토리 BGM - 배경음악,이 브금이 고튼데..,2023-07-15T15:49:49Z,이 브금이 고튼데  
0,메이플,운영,아무도 몰랐던 메이플스토리 몬스터들의 설정들 TOP5 #1,이 설정들 이벤트때 공개했던 설정인데추가로 혼테일 머리는 3개 다 자아가 따로 있으며 가운데 머리는 허세가 심하고 왼쪽머리는 존나 똑똑하고 오른쪽머리는 아부잘 떠는 설정이었음,2019-03-07T22:25:28Z,이 설정들 이벤트때 공개했던 설정인데 추가로 혼테일 머리는 3개 다 자아가 따로 있으며 가운데 머리는 허세가 심하고 왼쪽머리는 존나 똑똑하고 오른쪽머리는 아부잘 떠는 설정이었음
0,배틀그라운드,운영,"배그에서 직접 만든 ""슈퍼 보스 레이드"" 모드 ㅋㅋㅋㅋ 죽질 않아 ㅋㅋㅋ",이 영상보다가 그램광고 나옴ㅋㅋ,2020-12-23T10:23:31Z,이 영상보다가 그램광고 나옴ㅋㅋ
0,메이플,사운드,[메이플]제로 스킬 커스터마이징 / Maple Story Zero Skill customizing Video[KMS],이거 0.25배속하고 소리만 계속들으면 호러노래 같은 소리남,2020-08-13T13:31:52Z,이거 0 25배속하고 소리만 계속들으면 호러노래 같은 소리남
0,로스트아크,사운드,???: 죠니니 로아 개못하잖아ㅋㅋ [로스트아크],5:34 이거 BGM 뭐임??,2023-09-23T10:15:50Z,이거 BGM 뭐임  
0,로스트아크,사운드,[로스트아크ㅣOST] 02_테일 오브 플레체(Vocal) (Tale of Pletze) / LOST ARK Soundtrack (Vol.2 In-Game Track),이거 노래 첨들을떄 목소리이쁘다고는 생각했는데 작곡가분이 부르셧는지 몰랐음지금 집중해서 들어보면 살짝 아마추어느낌들긴하네 ㄹㅇ,2023-09-02T14:02:46Z,이거 노래 첨들을떄 목소리이쁘다고는 생각했는데 작곡가분이 부르셧는지 몰랐음 지금 집중해서 들어보면 살짝 아마추어느낌들긴하네 ㄹㅇ
0,신의탑,사운드,신의탑 ost 스트레이키즈 top 댓글모음,이거 들을 때마다 너무 잘어울려서 웹툰쪽에서 준 건줄 알고 만든 건줄 몰랐는데... 진짜 애들 이해력 레전드 어떻게 이렇게 곡을 잘 만들지... ♡,2023-04-23T08:15:30Z,이거 들을 때마다 너무 잘어울려서 웹툰쪽에서 준 건줄 알고 만든 건줄 몰랐는데    진짜 애들 이해력 레전드 어떻게 이렇게 곡을 잘 만들지     
0,로스트아크,BM,[로스트아크] LOA ON – 로맨틱 웨폰 (Musical Ver.) 공연｜LOST ARK,이거 로아 로멘스웨폰 들으면서 강화하면 확률 올라가네요저도 오늘 웨폰듣고 강화하니 장기백 98.6퍼 찍었네요,2023-09-20T04:46:09Z,이거 로아 로멘스웨폰 들으면서 강화하면 확률 올라가네요 저도 오늘 웨폰듣고 강화하니 장기백 98 6퍼 찍었네요
0,메이플,사운드,"메이플스토리 BGM - 몬스터카니발,시계탑의근원 (VS파풀라투스)",이거 바람의 나라  현무봉우리란 브금 비트랑 똑같은데돌려쓴거냐?,2023-05-07T10:37:22Z,이거 바람의 나라  현무봉우리란 브금 비트랑 똑같은데 돌려쓴거냐 
0,배틀그라운드,운영,진짜로 배그 uc를 줄까?,이거 배그 아이디 잘못 입력하면 해킹 당함,2022-08-28T02:21:09Z,이거 배그 아이디 잘못 입력하면 해킹 당함
0,메이플,게임성,"[메이플] Episode of 듄켈(켈라드) [모든 스토리 정리, 재구성 연출]",이거 성우 진짜인데 공식스토리임?,2023-07-25T04:50:23Z,이거 성우 진짜인데 공식스토리임 
0,배틀그라운드,사운드,[PUBG] 배틀그라운드 BGM - 메인 테마 음악 | [November 2017] PUBG OST - Main Menu Theme (Lobby Music),이거다시 예절브금으로 바뀜,2023-03-15T12:31:29Z,이거다시 예절브금으로 바뀜
0,로스트아크,BM,로스트아크 직업추천 l 인기 직업순위 l 로아를 시작하는 뉴비 직업추천,이거보는사람 특징:자기캐릭있나보러옴,2023-04-06T14:22:05Z,이거보는사람 특징 자기캐릭있나보러옴
0,로스트아크,운영,[로스트아크] 로아 스마게가 당장 1순위로 패치해야 하는 것,이거최근에 빨리나오기 패치된거같던데 맞나욤?,2023-03-15T23:20:37Z,이거최근에 빨리나오기 패치된거같던데 맞나욤 
0,배틀그라운드,사운드,"배틀그라운드 5주년 플레이리스트 - 정식 출시 음원 ""Welcome To My Battlegrounds (Original)"" | 배틀그라운드",이건 모배 브금이잖아!!!컴배에도 이런 브금이 있었구나,2022-03-26T02:10:26Z,이건 모배 브금이잖아    컴배에도 이런 브금이 있었구나
0,로스트아크,사운드,로아콘서트 전 로아 음악 비하인드 대공개!,이걸보니까 강선이 형이 노래 하나하나도 진심이었다는게 표정에서 느껴진다,2022-07-11T07:22:58Z,이걸보니까 강선이 형이 노래 하나하나도 진심이었다는게 표정에서 느껴진다
0,제2의나라,BM,[제2의 나라] 킹덤원의 비싼돈으로 신발 맞춰주는 영상.avi,이게 게임이가...,2021-08-08T05:18:07Z,이게 게임이가   
0,리니지,그래픽,[리니지M] 요즘 100만원대 캐릭은 이렇습니다ㄷㄷ,이런거 캐릭 어디서 사나요?궁금합니다 다시하고싶은데 ㅠ,2023-02-26T06:39:23Z,이런거 캐릭 어디서 사나요 궁금합니다 다시하고싶은데 
0,리니지,BM,"""극악의 확률"" 드디어 떴습니다. ft.16억.. [리니지 태산군주]",이게 게임이냐ㅋㅋ빠칭코지,2023-09-22T13:13:15Z,이게 게임이냐ㅋㅋ빠칭코지
0,메이플,조작,전섭1위듀블 6차 첫 보스레이드!! 미친 뎀지ㄷㄷㄷ,이게 올23성 올이탈에 놀긍리턴 수준이구나.. 듀블 약하긴 하다. 다른 직업에 이정도 템이였으면 1.5배는 더 쌨을듯,2023-09-18T09:04:33Z,이게 올23성 올이탈에 놀긍리턴 수준이구나   듀블 약하긴 하다  다른 직업에 이정도 템이였으면 1 5배는 더 쌨을듯
0,제2의나라,BM,트릭스터M은 망해서 접었는데.. 제2의나라는 과연 어떨까?,이게임도 리니지2 개발진이 만든 겜이라던데 트릭스터랑 똑같은 게임일듯,2021-06-05T07:02:19Z,이게임도 리니지2 개발진이 만든 겜이라던데 트릭스터랑 똑같은 게임일듯
0,메이플,그래픽,그래픽 쩌는 3D 언리얼엔진 메이플스토리 자쿰 보스전,이게임은 사람들이랑 만나게해줘야해,2020-09-15T00:19:39Z,이게임은 사람들이랑 만나게해줘야해
0,검은사막,사운드,검은사막 패러디송 2탄.,이노래 듣고  강화 하는데  용기를 얻었습니다,2021-07-07T15:49:37Z,이노래 듣고  강화 하는데  용기를 얻었습니다
0,제2의나라,운영,"[제2의 나라] 귀여운 사수, '엔지니어' 등장!",이따구로 광고하면 어떤겜인지 어태앎?,2021-07-05T10:22:03Z,이따구로 광고하면 어떤겜인지 어태앎 
0,배틀그라운드,운영,"[26.1 패치노트 미리보기] 에란겔 업데이트, KFC 콜라보레이션, 팀 번호 킬피드 추가 | 배틀그라운드 | 배그",이번 업데이트 저만 30GB넘게 먹나요?ㅋㅋ 이게 맞는거야?,2023-10-11T11:35:24Z,이번 업데이트 저만 30GB넘게 먹나요 ㅋㅋ 이게 맞는거야 
0,리니지,운영,[리니지m] TJ쿠폰 인형 집계기간은 점검 전까지&코인 상자 삭제 주의하세요!(9월26일 업데이트 전에 꼭 확인하세요),이번 이벤트 상점장비 쿠폰 사용 방법중에...상점장비 강화한 케릭터를 삭제 하면 그 케릭에 있던 상덤강화 이력은 시라지나요????,2023-09-26T11:02:42Z,이번 이벤트 상점장비 쿠폰 사용 방법중에     상점장비 강화한 케릭터를 삭제 하면  그 케릭에 있던 상덤강화 이력은 시라지나요    
0,메이플,운영,[메이플스토리 맑음] 2023 여름 대형 뉴에이지 이벤트 이덴티스크! 햇살 주화 코인 얻는법 / 보상 / 코인샵 등 핵심 이벤트 완벽 정리 (극성비 3개 / 레전잠재 1개 등),이번에 너무 코인 쓸 데가 없는데 다들 어떻게 쓰시나요 ㅠㅠ,2023-08-13T11:45:24Z,이번에 너무 코인 쓸 데가 없는데 다들 어떻게 쓰시나요 
0,메이플,조작,【 탬탬버린 】 - 메이플 딸깍 사냥 매드무비 찾아보기,이딴게... 게임...?,2023-07-29T03:32:26Z,이딴게    게임    
0,로스트아크,게임성,로스트아크 8억 쓴 사람은 일주일에 몇 골드를 벌 수 있을까..?,이때 만렙은 1575엿구나..,2022-07-11T10:19:01Z,이때 만렙은 1575엿구나  
0,리니지,조작,리니지 초보 법사 55~70 사냥터 (리자드밭),이때 시절..그림리퍼 잡으면 홀리 나왓다..바로 15만원에 아이템 팔앗어...내가더 어른이제..??ㅋㅋ,2020-08-16T16:02:29Z,이때 시절  그림리퍼 잡으면 홀리 나왓다  바로 15만원에 아이템 팔앗어   내가더 어른이제    ㅋㅋ
0,메이플,운영,메이플 해킹 결국 당했습니다...ㅋㅋ,이때 해킹당하고 접었어야..,2021-03-06T07:15:15Z,이때 해킹당하고 접었어야  
0,메이플,게임성,격전 (Ferocious Battlefield)｜메이플스토리 OST : 테네브리스 (MapleStory OST : Tenebris),"1:00 이땐 진짜 개레전드다,,",2023-09-17T09:54:53Z,이땐 진짜 개레전드다  
0,검은사막,운영,운영 정말 잘하는(?) 검은사막 이야기 2부,이러니까 싱글게임 만들지 ㅋㅋㅋㅋ,2021-06-20T17:36:55Z,이러니까 싱글게임 만들지 ㅋㅋㅋㅋ
0,검은사막,운영,검은사막 발렌시아 Part.1,이런 광활하고도 멋진 세계를 가진 게임이 한국에서 나왔다는게 정말 자랑스럽습니다......만운영이 문제지요....검은사막 화이팅,2016-02-03T14:21:33Z,이런 광활하고도 멋진 세계를 가진 게임이 한국에서 나왔다는게 정말 자랑스럽습니다      만 운영이 문제지요     검은사막 화이팅
0,리니지,운영,리니지W 아시는 분들 패스~ #리니지w #엔씨소프트 #스튜디오w #이벤트 #업데이트 #2주년 #총사 #코인 #후원 #앰버서더,이벤트에 스튜디오 W 상자는 어떻게 살수 있나요?,2023-11-01T08:43:05Z,이벤트에 스튜디오 W 상자는 어떻게 살수 있나요 
0,로스트아크,사운드,[로스트아크ㅣOST] 12_꽃의 왈츠 (Waltz of the Flower) / LOST ARK Soundtrack (Vol.1 Orchestra Track),이런 브금이 있었다는 것을 지금에서야 알았다....나만 그런가?,2023-10-08T04:23:27Z,이런 브금이 있었다는 것을 지금에서야 알았다    나만 그런가 
0,메이플,게임성,메이플[스토리] 거대한 폴암을 휘두르는 영웅 아란 이야기 (상편),이런 예전 스토리가 진짜 디테일이 살아있긴하지,2023-06-29T02:25:12Z,이런 예전 스토리가 진짜 디테일이 살아있긴하지
0,검은사막,BM,(검은사막M) 검은사막 모바일도 확률?? 확실한 전수 조사 부탁드립니다.,이렇게 조작냄새가 진한데  아이폰 갤럭시 주는 이벤트는  허상 아에 생각도 말아야겠네,2021-02-28T14:46:14Z,이렇게 조작냄새가 진한데  아이폰 갤럭시 주는 이벤트는  허상 아에 생각도 말아야겠네
0,리니지,그래픽,NC소프트의 리니지W와 리니지 리마스터 바뀌는 그래픽 비교🔵 리니지W,이렇게보니 디아블로 레저렉션마냥 그냥 리니지 레저렉션같은데 물론 보기만 그렇지 까보면 똑같은 도박게임이겠지만..,2021-10-12T02:16:06Z,이렇게보니 디아블로 레저렉션마냥 그냥 리니지 레저렉션같은데  물론 보기만 그렇지 까보면 똑같은 도박게임이겠지만  
0,배틀그라운드,운영,배틀그라운드 2023년 설날 대박 이벤트,0:23 이미 뒷 배경에 뭐 주는지 나와 있었네 ㅋㅋ,2023-01-20T10:12:49Z,이미 뒷 배경에 뭐 주는지 나와 있었네 ㅋㅋ
0,로스트아크,운영,[공식Live] 2023 로아온 썸머 / LOA ON SUMMER - 여름 업데이트 프리뷰,"이번 로아온이랑 로드맵은 봐도 봐도 레전드다 뭔 겜이 해외섭오픈, 콜라보 할때마다 본섭 업뎃이 미뤄지냐ㅋㅋㅋㅋ",2023-07-14T06:35:37Z,이번 로아온이랑 로드맵은 봐도 봐도 레전드다 뭔 겜이 해외섭오픈  콜라보 할때마다 본섭 업뎃이 미뤄지냐ㅋㅋㅋㅋ
0,리니지,운영,[리니지M] 시련의 탑 밸런스 어떻게 생각하시나요? 근댐 285 광전사로 경험해봤습니다.,이번 시탑을 통해 다음 업데이트때 적용할 신캐에 지속뎀 테스트한다는 느낌이 강함.,2023-10-14T14:38:01Z,이번 시탑을 통해 다음 업데이트때 적용할 신캐에 지속뎀 테스트한다는 느낌이 강함 
0,메이플,운영,[메이플스토리] 템페스트 : 용의 수호자 카이저,이번6월에 버닝이벤트나오면 카이저해야겠다,2023-05-28T13:47:36Z,이번6월에 버닝이벤트나오면 카이저해야겠다
0,리니지,운영,[리니지] 2014_전사의탄생_광고_(임창정 쌍수대세)_풀버전,이번에 리니지클래식 광고 로 임창정 나온면 대박,2021-06-19T09:18:30Z,이번에 리니지클래식 광고 로 임창정 나온면 대박
0,배틀그라운드,BM,떱배 환불해달라 한 분들 다 들어와 보이소.. l 배그홈쇼핑,이와중에 벡터환불안돼나요 킹받넼ㅋ,2022-06-14T08:03:45Z,이와중에 벡터환불안돼나요 킹받넼ㅋ
0,메이플,조작,메이플[스토리] 생각보다 많이 암울하고 떡밥도 많다! 신직업 칼리 스토리 정리,이번에는 스토리 팀이 진짜 생겼나보네 ㅋㅋㅋ,2023-01-25T03:47:22Z,이번에는 스토리 팀이 진짜 생겼나보네 ㅋㅋㅋ
0,제2의나라,운영,"[제2의나라] 뉴비 공략, 이제 막 시작하는 뉴비들을 위한 영상",이벤트 버튼은 어디있는거죠...ㅠㅠㅠ,2022-01-24T10:28:45Z,이벤트 버튼은 어디있는거죠   
0,검은사막,운영,[검은사막] - 9월 13일 업데이트 이후 이벤트 정리,이벤트가 넘  많아...!!!,2023-09-15T13:07:37Z,이벤트가 넘  많아      
0,배틀그라운드,운영,배틀그라운드 2023년 설날 대박 이벤트,이벤트하면 뭐하누 핵때문에 배그 접게 생겼는데…..,2023-01-19T16:48:52Z,이벤트하면 뭐하누 핵때문에 배그 접게 생겼는데   
0,메이플,그래픽,[메이플 딘썽] 🐭경자년(흰 쥐의 해) 기념 '나 귀엽쥐?'세트 도트찍기! 딘라벨 15기🐭,이분을 도트팀으로... 제발ㅠ,2020-02-18T18:51:36Z,이분을 도트팀으로    제발
0,검은사막,사운드,[검은사막M] 현금 20만원 쿠에의 잃어버린 배낭 6개 구입! 효율 지린다. [액티브] BlackDesert Mobile 검은사막 모바일,이브금 제목뭐죵?? 사이버포뮬러 브름인뎈ㅋㅋㅋ,2018-06-29T11:02:14Z,이브금 제목뭐죵   사이버포뮬러 브름인뎈ㅋㅋㅋ
0,로스트아크,사운드,[로스트아크｜OST] 마법에 걸린 박물관 (Enchanted Museum) / LOST ARK Official Soundtrack,이브금은 로아 방송인들의 단골브금이 되었습니다.,2022-01-24T18:11:14Z,이브금은 로아 방송인들의 단골브금이 되었습니다 
0,리니지,무소속,리니지M 8집행 이문주? 리니지M 복귀!! 수삼이 개 열 받았다 ㅋㅋㅋㅋㅋ #불도그 #리니지M #리니지,이새끼는 지가 못하고 지가 화내는게 레전드네 ㅋㅋㅋㅋ,2023-11-05T01:09:17Z,이새끼는 지가 못하고 지가 화내는게 레전드네 ㅋㅋㅋㅋ
0,배틀그라운드,조작,배그 발소리 안 들리는 새로운 앉기 슬라이딩,이새끼땜에cc무빙막힌거 ㅈ같네,2022-09-12T12:16:18Z,이새끼땜에cc무빙막힌거 ㅈ같네
0,검은사막,운영,검은사막 | 역대급 한국적 캐릭터 우사의 시원한 사냥!  새롭게 업데이트된 각성우사 심층리뷰 (각성우사 육성하기),이야~ 유료광고 축하드립니다,2023-06-21T10:41:27Z,이야  유료광고 축하드립니다
0,리니지,게임성,리니지W 天堂W 한국vs대만 자존심이 걸린 공성전! 韓國VS臺灣 爲韓國自尊而戰的攻城戰 !,이야 근데 전투 그림이 진짜 잘나오긴 하네 리니지W 공성전 구도 제대로 나올 거 같다,2021-12-03T04:49:06Z,이야 근데 전투 그림이 진짜 잘나오긴 하네 리니지W 공성전 구도 제대로 나올 거 같다
0,제2의나라,운영,제2의나라 꿀팁 대방출 !! 신규 업데이트 준비 드링크 쟁여두기와 비법스킬 획득!!,이야 이제 본캐가 52레벨인 저는 너무나 먼이야기네용 ㅋㅋ큐ㅠ 아직도 게임이해도가 딸리네요 ㅠㅠㅠ,2022-01-21T15:04:05Z,이야 이제 본캐가 52레벨인 저는 너무나 먼이야기네용 ㅋㅋ큐 아직도 게임이해도가 딸리네요 
0,메이플,운영,※실제 상황※ 넥슨에서의 한 게임사 운영자분들께서 집으로 오셨습니다 (이게 무슨일..?),이영상은 광고 같지 않은 광고영상 입니다(?),2023-02-18T08:53:08Z,이영상은 광고 같지 않은 광고영상 입니다   
